person_id,vehicle_id,age_range,gender,majority_minority,education,income,married,children,postal_code
772502,772502,16-25,male,majority,none,poverty,0,1,10238
994772,994772,40-64,male,majority,high school,middle class,1,1,10238
881849,881849,40-64,male,majority,high school,middle class,0,1,10238
39296,39296,26-39,female,majority,high school,middle class,1,1,32765
603433,603433,40-64,male,majority,none,upper class,0,1,32765
882026,882026,40-64,female,majority,high school,working class,0,1,10238
238126,238126,40-64,male,majority,university,upper class,0,1,32765
110747,110747,40-64,female,majority,university,upper class,1,0,10238
402988,402988,26-39,female,majority,university,upper class,1,1,10238
65338,65338,65+,male,majority,high school,upper class,0,1,10238
322984,322984,65+,female,majority,university,upper class,0,1,32765
124236,124236,26-39,female,majority,high school,working class,0,1,10238
245004,245004,40-64,male,majority,university,upper class,0,1,10238
942949,942949,65+,male,majority,university,upper class,0,1,32765
877595,877595,16-25,male,majority,university,middle class,0,1,32765
623455,623455,16-25,female,majority,university,working class,0,0,10238
138425,138425,65+,male,majority,university,middle class,0,1,10238
125702,125702,40-64,male,majority,university,upper class,1,1,32765
911755,911755,40-64,female,majority,university,middle class,0,0,10238
297583,297583,65+,male,majority,university,upper class,0,1,10238
351854,351854,26-39,male,majority,high school,upper class,0,1,10238
908318,908318,26-39,male,majority,high school,poverty,1,0,10238
801470,801470,40-64,female,majority,none,middle class,1,0,10238
843505,843505,26-39,female,majority,none,working class,1,1,10238
74575,74575,26-39,male,majority,none,working class,1,0,10238
670220,670220,16-25,female,majority,university,upper class,0,1,10238
551000,551000,40-64,male,majority,university,upper class,0,1,10238
741897,741897,16-25,male,majority,university,working class,0,0,32765
483174,483174,26-39,male,majority,university,upper class,0,0,10238
131420,131420,26-39,male,majority,high school,upper class,0,1,32765
271098,271098,16-25,female,majority,high school,poverty,1,1,32765
511051,511051,26-39,male,majority,none,working class,0,0,32765
985811,985811,65+,male,majority,university,upper class,1,1,10238
85826,85826,16-25,male,majority,high school,poverty,1,1,32765
733410,733410,16-25,female,majority,none,poverty,0,0,10238
701507,701507,65+,female,majority,university,upper class,1,1,10238
760210,760210,26-39,male,majority,university,upper class,0,1,10238
420204,420204,40-64,male,majority,university,upper class,1,1,10238
856867,856867,40-64,female,majority,university,middle class,1,1,10238
899785,899785,40-64,male,majority,high school,middle class,1,1,10238
3396,3396,40-64,female,minority,none,working class,0,1,21217
442295,442295,16-25,female,majority,university,poverty,0,1,10238
860165,860165,26-39,male,majority,none,middle class,0,1,10238
3643,3643,16-25,male,majority,high school,poverty,0,0,10238
732109,732109,26-39,male,majority,none,poverty,0,1,10238
906608,906608,65+,female,majority,university,upper class,0,1,32765
393826,393826,40-64,male,minority,university,middle class,1,1,10238
189740,189740,26-39,female,majority,high school,middle class,1,0,32765
532841,532841,26-39,male,majority,university,middle class,0,0,32765
853929,853929,65+,male,majority,high school,upper class,1,1,10238
43773,43773,65+,male,minority,university,upper class,0,1,10238
748793,748793,40-64,male,majority,university,upper class,0,1,10238
664908,664908,65+,male,majority,high school,upper class,1,1,10238
119593,119593,16-25,female,minority,none,poverty,0,0,10238
966113,966113,16-25,female,majority,none,poverty,1,0,10238
89090,89090,26-39,male,majority,high school,upper class,0,0,10238
931351,931351,65+,female,majority,university,upper class,1,1,92101
538716,538716,26-39,male,majority,high school,working class,0,0,10238
812013,812013,16-25,female,majority,university,middle class,0,0,32765
736366,736366,65+,female,majority,university,upper class,1,1,10238
496206,496206,40-64,male,majority,university,upper class,0,1,10238
263890,263890,40-64,female,majority,high school,upper class,1,1,10238
373953,373953,65+,male,majority,university,upper class,1,1,10238
412526,412526,26-39,male,majority,university,upper class,1,0,92101
868060,868060,65+,female,majority,high school,middle class,0,0,10238
629030,629030,26-39,female,majority,university,middle class,0,1,10238
902206,902206,40-64,male,majority,university,middle class,1,1,10238
586895,586895,65+,male,majority,high school,middle class,0,1,10238
432813,432813,16-25,female,majority,high school,working class,1,1,10238
412666,412666,65+,female,majority,high school,upper class,1,1,10238
857882,857882,65+,female,majority,university,upper class,1,1,10238
169712,169712,40-64,female,majority,high school,upper class,1,0,10238
805808,805808,26-39,female,majority,university,middle class,1,1,10238
382504,382504,65+,female,majority,high school,upper class,1,1,32765
800261,800261,26-39,female,majority,high school,working class,0,1,10238
457638,457638,40-64,female,majority,high school,upper class,0,0,10238
594430,594430,40-64,female,majority,university,upper class,1,1,10238
793952,793952,26-39,female,majority,university,middle class,0,1,32765
20645,20645,40-64,female,majority,university,upper class,1,1,92101
708649,708649,26-39,female,majority,none,working class,0,1,10238
830889,830889,26-39,female,majority,high school,upper class,1,1,10238
724739,724739,40-64,male,majority,university,upper class,1,1,32765
33697,33697,26-39,male,majority,none,poverty,0,0,92101
435205,435205,65+,female,majority,university,upper class,1,1,10238
496098,496098,65+,female,majority,high school,upper class,1,1,10238
20669,20669,16-25,female,majority,high school,poverty,0,1,10238
527774,527774,16-25,female,majority,high school,working class,0,0,10238
404128,404128,65+,male,majority,university,upper class,1,1,32765
439480,439480,40-64,male,majority,high school,middle class,0,0,10238
621010,621010,16-25,male,majority,high school,poverty,0,0,10238
353690,353690,65+,female,majority,high school,upper class,0,0,10238
112838,112838,16-25,male,majority,none,poverty,0,0,10238
190804,190804,26-39,female,majority,high school,working class,0,1,10238
663470,663470,26-39,female,majority,none,poverty,0,0,32765
629803,629803,16-25,female,majority,high school,poverty,0,0,10238
84243,84243,26-39,male,majority,high school,middle class,0,0,10238
899894,899894,26-39,male,majority,high school,poverty,0,0,10238
758470,758470,40-64,male,majority,university,upper class,1,1,10238
517351,517351,40-64,female,majority,none,middle class,0,1,10238
812159,812159,65+,male,majority,high school,upper class,1,1,10238
313107,313107,40-64,female,majority,high school,middle class,0,1,10238
981198,981198,65+,female,majority,university,upper class,1,1,10238
144973,144973,65+,female,majority,high school,upper class,1,1,10238
674108,674108,40-64,male,majority,university,upper class,1,1,10238
107843,107843,26-39,female,majority,high school,middle class,1,1,10238
118824,118824,26-39,male,majority,high school,poverty,0,1,10238
309430,309430,40-64,male,majority,university,upper class,0,1,10238
211543,211543,16-25,male,majority,high school,poverty,0,0,10238
994291,994291,40-64,male,minority,university,upper class,0,1,10238
997014,997014,16-25,male,majority,high school,working class,0,1,32765
517032,517032,26-39,male,majority,high school,poverty,1,1,10238
597978,597978,26-39,male,majority,university,upper class,0,1,10238
45019,45019,26-39,female,majority,university,middle class,0,1,92101
462574,462574,16-25,male,majority,none,poverty,0,1,10238
962015,962015,26-39,female,majority,high school,working class,0,0,32765
253678,253678,26-39,female,minority,university,working class,1,1,10238
692697,692697,26-39,female,majority,high school,poverty,1,1,10238
929521,929521,40-64,male,majority,none,middle class,0,0,10238
964716,964716,26-39,female,minority,none,poverty,1,1,32765
563264,563264,16-25,male,majority,none,poverty,0,0,32765
129280,129280,65+,female,majority,university,upper class,1,1,10238
415020,415020,16-25,female,majority,high school,working class,0,0,32765
429468,429468,26-39,male,majority,university,middle class,0,1,10238
679338,679338,26-39,male,majority,none,middle class,0,1,32765
451103,451103,40-64,male,majority,high school,working class,1,1,10238
932826,932826,65+,female,majority,high school,upper class,1,1,10238
765652,765652,65+,female,majority,none,upper class,0,1,10238
186,186,26-39,male,majority,high school,working class,1,1,32765
62930,62930,40-64,male,majority,university,upper class,1,0,10238
197936,197936,65+,male,majority,university,upper class,1,1,32765
236019,236019,65+,female,majority,university,upper class,0,1,10238
184376,184376,40-64,female,majority,high school,upper class,0,1,32765
186552,186552,65+,male,majority,high school,middle class,1,1,10238
519425,519425,65+,female,majority,university,upper class,1,1,10238
108122,108122,16-25,male,minority,high school,poverty,0,0,32765
936450,936450,40-64,female,minority,university,upper class,1,1,10238
529009,529009,16-25,male,majority,high school,middle class,1,1,10238
833844,833844,65+,male,majority,none,middle class,1,1,10238
91848,91848,40-64,female,minority,university,upper class,1,1,32765
960784,960784,40-64,female,majority,high school,upper class,1,1,32765
342618,342618,40-64,male,majority,high school,middle class,1,1,10238
453418,453418,40-64,male,minority,university,upper class,1,1,32765
172677,172677,40-64,male,minority,high school,upper class,0,1,10238
350213,350213,16-25,female,minority,high school,working class,0,0,32765
427060,427060,65+,female,majority,university,upper class,1,1,10238
202943,202943,16-25,male,majority,high school,poverty,0,0,10238
551323,551323,26-39,male,majority,university,upper class,1,0,10238
38580,38580,16-25,male,majority,high school,working class,0,0,32765
193387,193387,16-25,female,majority,university,upper class,0,1,32765
26228,26228,40-64,male,majority,university,upper class,1,1,92101
135509,135509,26-39,female,majority,high school,middle class,0,1,10238
818522,818522,65+,female,majority,university,upper class,1,1,10238
372874,372874,26-39,female,majority,high school,working class,0,0,10238
540632,540632,26-39,male,majority,high school,working class,0,0,10238
45157,45157,26-39,male,minority,none,poverty,1,1,10238
70979,70979,16-25,male,majority,university,middle class,1,0,32765
668552,668552,26-39,male,majority,none,working class,0,0,10238
621262,621262,65+,female,majority,university,upper class,0,1,10238
976455,976455,16-25,female,majority,university,middle class,1,1,10238
816614,816614,26-39,male,majority,university,upper class,0,0,32765
558961,558961,26-39,female,majority,high school,middle class,1,1,10238
840221,840221,26-39,female,majority,university,middle class,0,1,10238
659990,659990,26-39,male,majority,university,middle class,0,0,10238
518694,518694,40-64,male,majority,high school,upper class,0,1,32765
305388,305388,40-64,male,majority,university,upper class,1,1,10238
965555,965555,26-39,female,majority,high school,middle class,1,1,32765
589113,589113,65+,male,minority,none,middle class,1,1,10238
992359,992359,16-25,male,majority,none,poverty,0,1,10238
956388,956388,65+,female,majority,university,upper class,1,1,10238
752140,752140,26-39,male,minority,university,upper class,0,0,32765
148832,148832,26-39,female,minority,none,poverty,0,1,32765
789148,789148,40-64,female,majority,university,upper class,1,1,10238
849512,849512,26-39,male,majority,university,upper class,1,1,10238
9905,9905,40-64,female,majority,high school,middle class,0,1,10238
989673,989673,65+,male,majority,university,upper class,1,1,10238
34367,34367,16-25,female,majority,none,poverty,0,0,10238
894225,894225,16-25,female,majority,none,poverty,0,0,21217
415401,415401,26-39,female,majority,high school,poverty,0,0,10238
